pre_close,open,high,low,close,vwap,chg,pct_chg,volume,amt,turn,thscode,time
1060.8,1089.54,1115,1060,1072.52,1084.5422750069,11.72,1.104826546003,27254102,29558225786.35,2.4554577230405,300308.SZ,2026-07-23
1310.0,1336.0,1336,1233,1249.0,1266.7503586382,-61.0,-4.6564885496183,10861225,13758460664.0,1.7286879745427,688256.SH,2026-07-23
